순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
33,용의자 X의 헌신,히가시노 게이고 지음;양억관 옮김,현대문학,2006,,9788972753698,3830,833.6,"4,292"
34,브레이킹 던 :스테프니 메이어 장편소설 ,지은이: 스테프니 메이어 ;옮긴이: 윤정숙,미래엔컬처그룹,2009,,9788937832543,3840,843,"4,217"
35,개밥바라기별 :황석영 소설 ,황석영,문학동네,2008,,9788954606417,3810,813.6,"4,183"
36,사랑하기 때문에 :기욤 뮈소 장편소설 ,기욤 뮈소 [지음] ;전미연 옮김,밝은세상,2007,,9788984370869,3860,863,"4,182"
37,"당신, 거기 있어줄래요?:기욤 뮈소 장편소설",기욤 뮈소 [지음];전미연 옮김,밝은세상,2007,,9788984370791,3860,863,"4,118"
38,살아온 기적 살아갈 기적 :장영희 에세이 ,장영희,샘터사,2009,,9788946417489,3810,814.6,"4,109"
39,파라다이스,베르나르 베르베르 지음 ;임희근 옮김,열린책들,2010,1,9788932910413,4860,863,"4,094"
40,아웃라이어 :성공의 기회를 발견한 사람들 ,말콤 글래드웰 [지음] ;노정태 옮김,김영사,2009,,9788934933151,3320,325.04,"4,089"
41,오 해피 데이 ,오쿠다 히데오 지음 ;김난주 옮김,재인,2009,,9788990982346,3830,833.6,"4,085"
42,지도 밖으로 행군하라=Marching off the map,한비야 지음,푸른숲,2005,,9788971844427,3810,816.6,"4,081"
43,삼성을 생각한다 ,글쓴이: 김용철,사회평론,2010,,9788964350508,3320,324.12,"4,063"
44,박사가 사랑한 수식,오가와 요코 지음;김난주 옮김,이레,2004,,9788957090251,3830,833.6,"4,045"
45,어디선가 나를 찾는 전화벨이 울리고 :신경숙 장편소설 ,지은이: 신경숙,문학동네,2010,,9788954611275,3810,813.7,"4,038"
46,죽을 때 후회하는 스물다섯 가지 :1000명의 죽음을 지켜본 호스피스 전문의가 말하는 ,오오츠 슈이치 지음 ;황소연 옮김,21세기북스,2010,,9788950921392,3180,182.3,"4,033"
46,"줄리어스, 어디 있니? ",글·그림: 존 버닝햄 ;옮김: 김정희,현북스,2013,,9788997175857,77840,843,"4,033"
48,상실의 시대 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 유유정,문학사상사,2008,,9788970123691,3830,833.6,"3,952"
49,이클립스 :스테프니 메이어 장편소설 ,지은이: 스테프니 메이어 ;옮긴이: 윤정숙,북폴리오,2008,,9788937832468,3840,843,"3,926"
50,넛지 :똑똑한 선택을 이끄는 힘 ,"리처드 탈러,안진환 옮김",웅진씽크빅,2009,,9788901093154,3320,321.89,"3,915"
51,공부하는 독종이 살아남는다 ,이시형 지음,중앙북스,2009,,9788961888110,3320,373.4,"3,895"
52,꿈꾸는 다락방:생생하게 꿈꾸면 이루어진다,이지성 지음,국일출판사,2007,,9788974254896,3320,325.04,"3,842"
53,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,4,9788932908700,4860,863,"3,828"
54,"공무도하 :사랑아, 강을 건너지 마라 ",지은이: 김훈,문학동네,2009,,9788954608992,3810,813.6,"3,822"
55,뉴문 :스테프니 메이어 장편소설 ,스테프니 메이어 [지음] ;변용란 옮김,대한교과서,2008,,9788937832215,3840,843,"3,769"
56,"괜찮다, 다 괜찮다 :공지영이 당신께 보내는 위로와 응원 ","공지영,지승호 지음",알마,2008,,9788992525350,3810,813.609,"3,745"
57,범인 없는 살인의 밤 ,히가시노 게이고 지음 ;유성원 옮김,랜덤하우스코리아,2009,,9788925532172,3830,833.6,"3,681"
58,시골의사의 부자경제학:경제 원리에 숨겨진 부자들의 투자 비밀,박경철 지음,웅진씽크빅,2006,,9788901058030,3320,327.8,"3,673"
59,"김연아의 7분 드라마 :스무 살 김연아, 그 열정과 도전의 기록 ",글: 김연아,JDM중앙출판사,2010,,9788945125156,3810,818,"3,622"
60,모방범:미야베 미유키 장편소설,미야베 미유키 [지음];양억관 옮김,문학동네,2006,1,9788954601863,4830,833.6,"3,621"
61,성녀의 구제 :히가시노 게이고 장편 소설 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2009,,9788990982360,3830,833.6,"3,620"
62,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,5,9788932908823,4860,863,"3,587"
63,로스트 심벌,댄 브라운 지음 ;안종설 옮김,문학수첩,2009,2,9788983923394,4840,843,"3,577"
64,시원스쿨 기초영어법 ,이시원 지음,웅진씽크빅,2009,,9788901098227,13740,747.5,"3,513"
65,책 읽어주는 남자,베른하르트 슐링크 지음;김재혁 옮김,이레,2004,,9788957090343,3850,853,"3,506"
66,예지몽 :히가시노 게이고 소설 ,지은이: 히가시노 게이고 ;옮긴이: 양억관,재인,2011,,9788990982315,3830,833.6,"3,477"
67,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,6,9788932908830,4860,863,"3,470"
68,백야행 :히가시노 게이고 장편소설,지은이: 히가시노 게이고 ;옮긴이: 정태원,태동출판사,2009,1,9788984970243,4830,833.6,"3,432"
69,흐르는 강물처럼 =Like the flowing river ,파울로 코엘료 지음 ;박경희 옮김,문학동네,2008,,9788954606837,3890,879,"3,370"
70,친절한 복희씨 :박완서 소설집 ,박완서,문학과지성사,2007,,9788932018140,3810,813.6,"3,366"
71,현영의 재테크 다이어리 :재테크 전문가도 깜짝 놀란 현영의 재테크 비법 ,현영 지음,청림출판,2008,,9788935207428,3320,327.04,"3,362"
72,빨간 장화 ,에쿠니 가오리 지음 ;신유희 옮김,태일소담,2010,,9788973815777,3830,833.6,"3,339"
73,파피용:베르나르 베르베르 장편소설,베르나르 베르베르 [지음];전미연 옮김,열린책들,2007,,9788932907598,3860,863,"3,317"
74,화폐전쟁 ,쑹훙빙 지음 ;차혜정 옮김,랜덤하우스코리아,2008,,9788925521190,3320,327.209,"3,310"
75,양육쇼크 :아이들에 대한 새로운 생각 ,"포 브론슨,이주혜 옮김",물푸레,2009,,9788981102760,13590,598.1,"3,290"
76,아기성장 보고서 =EBS 특별기획 다큐멘터리 /Baby growth report ,EBS〈아기성장보고서〉제작팀 지음,위즈덤하우스,2009,,9788959133642,3590,598.122,"3,276"
77,청춘의 독서 :세상을 바꾼 위험하고 위대한 생각들 ,유시민 지음,웅진씽크빅,2009,,9788901101569,3810,29.1,"3,245"
78,트와일라잇 :스테프니 메이어 장편소설 ,스테프니 메이어 [지음] ;변용란 옮김,대한교과서,2008,,9788937832208,3840,843,"3,244"
79,해리포터와 죽음의 성물,조앤 K 롤링 지음 ;최인자 옮김,문학수첩,2007,71,9788983922557,4840,843,"3,228"
80,틀려도 괜찮아,마키타 신지 글;유문조 옮김,토토북,2006,,9788990611260,77830,833.6,"3,194"
81,고백 :미나토 가나에 장편소설 ,지은이: 미나토 가나에 ;옮긴이: 김선영,비채,2009,,9788992036962,3830,833.6,"3,183"
82,회랑정回廊亭 살인사건 :히가시노 게이고 장편소설 ,히가시노 게이고 지음 ;임경화 옮김,랜덤하우스코리아,2008,,9788925518657,3830,833.6,"3,136"
83,내 통장 사용설명서 :통장 7개로 시작하는 세상에서 제일 쉬운 재테크 ,이천 지음,웅진씽크빅,2009,,9788901101101,3320,327.04,"3,117"
84,바리데기 :황석영 장편소설 ,지은이: 황석영,창비,2007,,9788936433581,3810,813.62,"3,113"
85,파라다이스,베르나르 베르베르 지음 ;임희근 옮김,열린책들,2010,2,9788932910420,4860,863,"3,110"
86,바보처럼 공부하고 천재처럼 꿈꿔라:반기문 유엔 사무총장이 세계의 청소년에게 전하는 꿈과 희망의 메시지,신웅진 지음,명진출판,2007,,9788976772435,3810,818,"3,096"
87,수상한 사람들 ,히가시노 게이고 지음 ;윤성원 옮김,랜덤하우스코리아,2009,,9788925533308,3830,833.6,"3,092"
88,성균관 유생들의 나날:정은궐 장편소설,정은궐,파란미디어,2007,2,9788991396692,4810,813.6,"3,041"
89,사랑 후에 오는 것들,지은이: 공지영,소담출판사,2006,,9788973818693,4810,813.6,"3,039"
90,연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,2001,,9788982814471,3860,879,"3,036"
91,붉은 손가락,히가시노 게이고 지음;양윤옥 옮김,현대문학,2007,,9788972753940,3830,833.6,"3,032"
92,명탐정의 규칙 ,지은이: 히가시노 게이고 ;옮긴이: 이혁재,재인,2010,,9788990982377,3830,833.6,"3,030"
93,미실:김별아 장편소설,김별아 지음,문이당,2005,,9788974562700,3810,813.6,"3,015"
93,해리포터와 죽음의 성물,조앤 K 롤링 지음 ;최인자 옮김,문학수첩,2007,72,9788983922564,4840,843,"3,015"
95,아불류 시불류 :이외수의 비상법 ,지은이: 이외수 ;그린이: 정태련,해냄,2010,,9788973370597,3810,814.62,"3,013"
96,악의 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;양윤옥 옮김,현대문학,2008,,9788972754190,3830,833.6,"3,009"
97,이혜영의 뷰티 바이블 =(The) beauty bible ,이혜영,살림출판사,2009,,9788952210951,13590,593.2,"3,001"
98,다이어트의 여왕 :백영옥 장편소설 ,지은이: 백영옥,문학동네,2009,,9788954608435,3810,813.6,"2,991"
99,강아지똥 ,글: 권정생 ;그림: 정승각,길벗어린이,2012,,9788986621136,77810,813.6,"2,984"
100,탐정 갈릴레오 :히가시노 게이고 소설 ,지은이: 히가시노 게이고 ;옮긴이: 양억관,재인,2008,,9788990982278,3830,833.6,"2,979"
101,참 서툰 사람들 :always bright! smile again! ,지은이: 박광수,웅진씽크빅,2009,,9788901091556,3810,818,"2,976"
102,옛날에 내가 죽은 집 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;이영미 옮김,창해,2008,,9788979198478,3830,833.6,"2,971"
103,개인의 취향,이새인 지음,청어람,2007,,9788925108032,3810,813.6,"2,947"
104,1026 :김진명 장편소설 ,지은이: 김진명,새움출판사,2010,,9788993964141,3810,813.7,"2,932"
105,동급생 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;신경립 옮김,창해,2008,,9788979198188,3830,833.6,"2,926"
106,성균관 유생들의 나날:정은궐 장편소설,정은궐,파란미디어,2007,1,9788991396685,4810,813.6,"2,923"
107,(온 세상이 추격하는 한 남자) 골든 슬럼버 =이사카 코타로 장편소설 /Golden slumber ,이사카 코타로 [지음] ;김소영 옮김,웅진씽크빅,2008,,9788901082813,3830,833.6,"2,904"
108,백야행 :히가시노 게이고 장편소설,지은이: 히가시노 게이고 ;옮긴이: 정태원,태동출판사,2009,2,9788984970250,4830,833.6,"2,892"
109,11문자 살인사건,하가시노 게이고 지음;민경욱 옮김,랜덤하우스코리아,2007,,9788925511238,3830,833.6,"2,873"
110,성균관 유생들의 나날 :정은궐 장편소설,지은이: 정은궐,파란미디어,2009,1,9788963710051,4810,813.6,"2,859"
110,우리들의 행복한 시간,공지영,푸른숲,2005,,9788971844298,3810,,"2,859"
112,백야행 :히가시노 게이고 장편소설,지은이: 히가시노 게이고 ;옮긴이: 정태원,태동출판사,2009,3,9788984970267,4830,833.6,"2,851"
113,(EBS) 60분 부모 :스스로 공부하는 아이로 키우는 자녀교육서 ,"김미라,최정금 지음",경향미디어,2007,,9788990991546,3370,598.58,"2,828"
114,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,3,9788954611800,4830,833.6,"2,826"
114,내 심장을 쏴라 :정유정 장편소설 ,지은이: 정유정,은행나무,2009,,9788956602998,3810,813.6,"2,826"
116,이혜영의 패션 바이블 =(The) fashion bible ,지은이: 이혜영,살림출판사,2009,,9788952212665,13590,592.01,"2,824"
116,"(달콤한 육아, 편안한 교육, 행복한 삶을 배우는) 엄마학교",서형숙 지음,토토북,2006,,9788990611291,3370,598.1,"2,824"
118,정의란 무엇인가 ,저자: 마이클 샌델 ;역자: 이창신,김영사,2010,,9788934939603,3330,193,"2,818"
119,천 개의 찬란한 태양 ,할레드 호세이니 지음 ;왕은철 옮김,현대문학,2007,,9788972754015,3840,843,"2,811"
120,지금당장 경제공부 시작하라 ,최진기 지음,한빛비즈,2009,,9788996185543,13320,320,"2,801"
121,교통경찰의 밤 :히가시노 게이고 소설집 ,히가시노 게이고 ;이선희 옮김,바움,2010,,9788958830764,3830,833.6,"2,800"
122,두발자전거 배우기 ,글: 고대영 ;그림: 김영진,길벗어린이,2009,,9788955820904,77810,813.6,"2,798"
123,위험한 심리학 ,송형석 지음,청림출판,2009,,9788935208043,3220,180,"2,796"
124,위저드 베이커리 =구병모 장편소설 /Wizard bakery ,지은이: 구병모,창비,2009,,9788936433697,3810,813.7,"2,792"
124,한반도의 공룡 =Koreanosaurus,"글·그림: EBS,올리브 스튜디오",킨더랜드,2009,1,9788956185415,74470,457,"2,792"
126,세계의 끝 여자친구 :김연수 소설 ,지은이: 김연수,문학동네,2009,,9788954608824,3810,813.6,"2,790"
127,손톱 깨물기 ,글: 고대영 ;그림: 김영진,길벗어린이,2008,,9788955820805,77810,813.6,"2,776"
127,세상에서 제일 힘센 수탉 ,글쓴이: 이호백 ;그린이: 이억배,재미마주,1997,,9788986565041,77810,813.6,"2,776"
129,로드 :코맥 매카시 장편소설 ,코맥 매카시 [지음] ;정영목 옮김,문학동네,2008,,9788954605908,3840,843,"2,768"
130,지식ⓔ :가슴으로 읽는 우리시대의 智識,EBS 지식채널ⓔ 지음,북하우스,2007,2,9788956052199,3810,1,"2,762"
131,해리포터와 죽음의 성물,조앤 K 롤링 지음 ;최인자 옮김,문학수첩,2007,73,9788983922571,4840,843,"2,755"
132,영어천재가 된 홍대리 :6개월 만에 영어천재가 된 홍 대리의 특급비밀 ,박정원 지음,다산북스,2009,,9788993285673,3320,740.7,"2,750"
133,해리포터와 죽음의 성물,조앤 K 롤링 지음 ;최인자 옮김,문학수첩,2007,74,9788983922588,4840,843,"2,747"
134,도쿄타워=Tokyo tower,에쿠니 가오리 지음;신유희 옮김,소담출판사,2005,,9788973818594,3830,833.6,"2,746"
135,방과 후=After school,히가시노 게이고 지음;구혜영 옮김,창해,2007,,9788979197686,3830,833.6,"2,738"
136,"나나의 네버엔딩 스토리 :미스코리아 진 금나나가 하버드에서 배운 도전과 열정, 희망의 공식 ","금나나,최지현",김영사,2008,,9788934932796,3810,818,"2,736"
137,나무,베르나르 베르베르 지음;이세욱 옮김,열린책들,2003,,9788932905075,3860,863,"2,735"
138,불합격을 피하는 법 :고시 및 공무원시험을 안전하게 붙는 방법 ,최규호 지음,법률저널,2009,,9788991850446,93360,350.4,"2,717"
139,성균관 유생들의 나날 :정은궐 장편소설,지은이: 정은궐,파란미디어,2009,2,9788963710068,4810,813.6,"2,704"
140,유성의 인연 :히가시노 게이고 장편소설,히가시노 게이고 [지음] ;양윤옥 옮김,현대문학,2009,1,9788972754282,3830,833.6,"2,695"
141,(시골의사의) 주식투자란 무엇인가 ,박경철 지음,웅진씽크빅,2008,1,9788901088464,13320,327.856,"2,673"
142,장미 비파 레몬 :에쿠니 가오리 지음 ,에쿠니 가오리 [지음] ;김난주 옮김,소담출판사,2008,,9788973819546,3830,833.6,"2,670"
143,('독한 것'들의) 진짜 다이어트 ,셀러오 지음,한국경제신문 한경BP,2009,,9788947527088,13510,517.52,"2,664"
144,좌안 :에쿠니 가오리 소설,에쿠니 가오리 지음 ;김난주 옮김,태일소담,2009,1,9788973819768,4830,833.6,"2,661"
145,식객,허영만 글·그림,김영사,2003-2010,23,9788934933205,7810,813.6,"2,659"
145,사소한 아이의 소소한 행복 :beyond buzz! ,최강희 지음,문학동네,2009,,9788954608855,3980,818,"2,659"
147,(김희선의) 해피맘 프로젝트 :초보맘 임신 출산기! ,김희선 지음,엘컴퍼니,2009,,9788996001058,13590,598.10212,"2,657"
148,지식ⓔ,EBS 지식채널ⓔ 지음,북하우스 퍼블리셔스,2009,4,9788956053271,3810,1,"2,651"
149,마시멜로 이야기,"호아킴 데 포사다,정지영 옮김",한국경제신문,2006,,9788947525473,3320,325.04,"2,639"
150,스눕 :상대를 꿰뚫어보는 힘 ,샘 고슬링 지음 ;김선아 옮김,한국경제신문 한경BP,2010,,9788947527545,3320,181.3,"2,637"
151,구름빵,글·그림: 백희나;빛그림: 김향수,한솔교육,2006,,9788953527058,74800,813.6,"2,636"
152,모방범:미야베 미유키 장편소설,미야베 미유키 [지음];양억관 옮김,문학동네,2006,2,9788954601870,4830,833.6,"2,635"
153,혼창통 :당신은 이 셋을 가졌는가? ,이지훈 지음,쌤앤파커스,2010,,9788992647861,3320,325.24,"2,632"
154,리진=신경숙 장편소설.Lee Jin,신경숙,문학동네,2007,1,9788954603225,4810,813.6,"2,616"
155,식객,허영만 글·그림,김영사,2003-2010,24,9788934935360,7810,813.6,"2,613"
156,식객,허영만 글·그림,김영사,2003-2010,22,9788934932062,7810,813.6,"2,599"
157,오늘의 거짓말:정이현 소설집,정이현,문학과지성사,2007,,9788932017983,3810,813.6,"2,598"
157,여자도 여자를 모른다:이외수의 소통법,정태련이 그리고;이외수가 쓰다,해냄출판사,2007,,9788973378456,3810,818,"2,598"
159,사냥꾼을 만난 꼬마곰 ,앤서니 브라운 글·그림 ;공경희 옮김,웅진씽크빅,2015,,9788901205595,74840,843,"2,596"
160,듀이 :세계를 감동시킨 도서관 고양이 ,"비키 마이런,배유정 옮김",웅진씽크빅,2009,,9788901091693,3840,848,"2,595"
161,낙원 :미야베 미유키 장편소설,미야베 미유키 [지음] ;권일영 옮김,문학동네,2008,1,9788954606011,4830,833.6,"2,593"
161,아내가 결혼했다:박현욱 장편소설,박현욱,문이당,2006,,9788974563301,3810,813.6,"2,593"
163,눈먼 자들의 도시,주제 사라마구 지음;정영목 옮김,해냄출판사,2002,,9788973374939,3890,879,"2,589"
164,우리는 사랑일까:알랭 드 보통 장편소설,알랭 드 보통 지음;공경희 옮김,은행나무,2005,,9788956601373,3840,843,"2,586"
165,나는 아내와의 결혼을 후회한다 :영원히 철들지 않는 남자들의 문화심리학 ,김정운,에스에이엠티유,2009,,9788992647670,3180,182.2,"2,573"
166,보통의 존재 :이석원 산문집 ,지은이: 이석원,달,2009,,9788993928037,3800,818,"2,561"
167,남한산성:김훈 장편소설,김훈,학고재,2007,,9788956250595,3810,813.6,"2,554"
168,아름다운 흉기 :히가시노 게이고 장편소설 / ,히가시노 게이고 [지음] ;민경욱 옮김,랜덤하우스코리아,2008,,9788925530949,3830,833.6,"2,543"
168,모방범:미야베 미유키 장편소설,미야베 미유키 [지음];양억관 옮김,문학동네,2006,3,9788954601887,4830,833.6,"2,543"
168,똥벼락,김회경 글;조혜란 그림,사계절출판사,2001,,9788971967751,77850,813.6,"2,543"
168,고래 :천명관 장편소설 ,천명관 지음,문학동네,2004(2009쇄,,9788982819278,3810,813.7,"2,543"
172,백마산장 살인사건 :히가시노 게이고 장편소설 ,히가시노 게이고 지음 ;민경욱 옮김,랜덤하우스코리아,2008,,9788925519708,3830,833.6,"2,539"
173,식객,허영만 글·그림,김영사,2003-2010,25,9788934935797,7810,813.6,"2,538"
174,지식ⓔ,EBS 지식채널ⓔ제작팀 지음,북하우스,2008,3,9788956052854,3810,1,"2,536"
174,인더풀=오쿠다 히데오 장편소설/In the pool,오쿠다 히데오 지음;양억관 옮김,은행나무,2005,,9788956601267,3830,833.6,"2,536"
176,손 큰 할머니의 만두 만들기 ,글: 채인선 ;그림: 이억배,재미마주,1998,,9788986565065,73810,813.6,"2,512"
177,무소유,법정,범우사,2005,,9788908041318,3810,220.4,"2,508"
178,만희네 집,글·그림: 권윤덕,길벗어린이,2006,,9788986621105,77810,813.6,"2,505"
179,완득이 :김려령 장편소설 ,김려령,창비,2008,,9788936433635,3810,813.6,"2,492"
180,아름다운 마무리 ,법정,문학의숲,2008,,9788995904961,3810,220.4,"2,489"
181,다시 가슴이 뜨거워져라 ,글·사진: 손미나,삼성출판사,2009,,9788915073302,3810,985.802,"2,488"
182,지하철을 타고서,글: 고대영;그림:김영진,길벗어린이,2006,,9788955820461,77810,813.6,"2,479"
183,도깨비를 빨아 버린 우리 엄마,사토 와키코,한림출판사,1991,,9788970940199,77890,,"2,477"
184,도키오 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;오근영 옮김,창해,2008,,9788979198409,3830,833.6,"2,476"
185,남쪽으로 튀어!:오쿠다 히데오 장편소설,오쿠다 히데오 [지음];양윤옥 옮김,은행나무,2006,1,9788956601618,3830,833.6,"2,464"
186,편지:내 마음 속에 있는 오직 한 사람에게,히가시노 게이고 지음;권일영 옮김,랜덤하우스코리아,2007,,9788925503448,3830,833.6,"2,454"
186,용돈주세요,글: 고대영;그림: 김영진,길벗어린이,2007,,9788955820683,77810,813.6,"2,454"
188,여행의 기술,알랭 드 보통 씀;정영목 옮김,이레,2004,,9788957090268,3840,980.2,"2,447"
189,데이지의 인생 ,요시모토 바나나 글 ;김난주 옮김,민음사,2009,,9788937482816,3830,833.6,"2,441"
190,(쓰는 순간 인생이 바뀌는) 조혜련의 미래일기 ,지은이: 조혜련,위즈덤하우스,2009,,9788960862012,3320,818,"2,440"
191,(많이 바를수록 노화를 부르는) 대한민국 화장품의 비밀 ,"구희연,이은주 지음",거름,2009,,9788934003786,13570,579.55,"2,433"
192,너도 떠나보면 나를 알게 될 거야 :230 days of diary in America ,김동영 지음,문학동네,2008,,9788954603874,3940,818,"2,426"
193,유성의 인연 :히가시노 게이고 장편소설,히가시노 게이고 [지음] ;양윤옥 옮김,현대문학,2009,2,9788972754299,3830,833.6,"2,415"
194,불안,알랭 드 보통 지음;정영목 옮김,이레,2005,,9788957090541,3840,332.6,"2,411"
195,승자는 혼자다 :파울로 코엘료 장편소설,지은이: 파울로 코엘료 ;옮긴이: 임호경,문학동네,2009,1,9788954608480,4890,879,"2,408"
196,거짓말 ,글: 고대영 ;그림: 김영진,길벗어린이,2009,,9788955820966,77810,813.6,"2,400"
197,배려:마음을 움직이는 힘,한상복 지음,위즈덤하우스,2006,,9788989313694,3332,325.04,"2,396"
198,방황하는 칼날 :히가시노 게이고 장편소설 ,히가시노 게이고 지음 ;이선희 옮김,바움,2008,,9788958830559,3830,833.6,"2,385"
199,홀리 가든,에쿠니 가오리 지음;김난주 옮김,소담출판사,2007,,9788973819171,3830,833.6,"2,375"
200,(이문열 평역)三國志,나관중 지음;이문열 옮김,민음사,2003,1,9788937450518,4820,823.5,"2,372"
